International Affairs,Insurance,American Values,Education,Military,Tax and Energy
0.001970722,0.3141864,0.61371464,0.066184975,0.0019738323,0.0019693908
0.0025868323,0.002572805,0.9204854,0.06920263,0.0025800422,0.0025723216
0.4898993,0.00032710886,0.42239696,0.00032781315,0.063851774,0.023196978
0.028676502,0.00076108694,0.09924567,0.0007615988,0.82916504,0.041390106
0.0008266634,0.10763427,0.84058446,0.0018727157,0.048259247,0.00082268484
0.0014721319,0.19847885,0.79562944,0.0014794014,0.0014698056,0.0014703923
0.0006959875,0.072662026,0.80636203,0.11889098,0.00069293875,0.00069606653
0.24575606,0.14391896,0.2222948,0.009137571,0.37812594,0.00076661113
0.026291227,0.15261361,0.047889058,0.0007814779,0.0007791538,0.7716454
0.0385581,0.00027301666,0.0817243,0.00027266057,0.87889975,0.0002722243
0.0006822539,0.0006798627,0.05114454,0.011892305,0.9077699,0.027831154
0.06948991,0.64590514,0.00046469158,0.00046576533,0.15800424,0.12567028
0.002205351,0.7621808,0.066702664,0.0021872583,0.002197069,0.16452686
0.21581869,0.0007035664,0.47611743,0.0007025486,0.30595717,0.0007005767
0.00048538658,0.12385598,0.3813779,0.38490552,0.00048341296,0.108891755
0.0011445851,0.47918117,0.0011474354,0.18458031,0.33279994,0.001146533
0.0007882443,0.17363052,0.7611287,0.06287418,0.00078725396,0.00079103437
0.0018902081,0.0018869218,0.78784215,0.0018913274,0.20460878,0.0018806485
0.02775007,0.0020678681,0.9639544,0.0020807716,0.002080338,0.002066545
0.0030014145,0.52914697,0.0029975916,0.18628728,0.057320938,0.22124581
0.0005747806,0.04828509,0.20278874,0.41281274,0.00057433883,0.3349643
0.0007944842,0.7004023,0.13653775,0.050502222,0.04497804,0.06678521
0.0030459573,0.06499519,0.2925262,0.0030605672,0.6332946,0.003077486
0.0023571448,0.070459366,0.23707828,0.06562559,0.6221025,0.0023771296
0.001702239,0.0016983408,0.63626146,0.002010398,0.32040602,0.037921578
0.0019201474,0.12980756,0.00019226244,0.003821803,0.59332216,0.2709361
0.0010322456,0.001032372,0.18680689,0.3169911,0.0010337525,0.49310362
0.19133303,0.00047425137,0.7422541,0.021484768,0.022135632,0.02231824
0.2484015,0.00033726974,0.58336985,0.02957784,0.07838578,0.05992779
0.0003076069,0.00030762082,0.0003081385,0.05809845,0.038335424,0.9026427
0.0014797619,0.06723707,0.86976886,0.05855522,0.0014771587,0.0014819483
0.17945865,0.005072751,0.6208605,0.18445268,0.005083613,0.0050718402
0.24964412,0.0002497263,0.5834029,0.072041444,0.094412,0.00024982484
0.38707703,0.00032131028,0.3419259,0.065255664,0.09470812,0.11071203
0.20497066,0.03439182,0.487075,0.25141373,0.0003250556,0.02182368
0.042238403,0.0002465744,0.0002466618,0.023150023,0.0002465115,0.93387187
0.042210054,0.0004975522,0.037246462,0.15629219,0.00913212,0.7546216
0.00025105453,0.5419756,0.00025114653,0.052642718,0.00025075092,0.4046287
0.058556993,0.084938616,0.26371327,0.0011019708,0.5905905,0.0010986429
0.44544333,0.06484714,0.36801842,0.05689735,0.00036403927,0.06442967
0.0011784314,0.06744833,0.38779142,0.044309065,0.49809873,0.0011740401
0.00081452646,0.0008168124,0.44079337,0.0008176282,0.5559424,0.0008152209
0.00062741665,0.18844,0.5886901,0.22098693,0.000626135,0.0006294598
0.41557693,0.0009756383,0.4539053,0.12394884,0.00097292295,0.0046203868
0.27217138,0.0006063283,0.13875584,0.090299845,0.0006075299,0.49755904
0.00059153634,0.14768253,0.7783963,0.07214645,0.0005921614,0.0005909972
0.067602396,0.15539163,0.38216326,0.31154376,0.03248088,0.050818086
0.0001752957,0.80894554,0.09575727,0.08763256,0.007313846,0.00017548433
0.00044220724,0.020648004,0.10684014,0.19307925,0.06290644,0.6160839
0.00039474832,0.3431211,0.2683438,0.13364865,0.052278,0.20221372
0.00065063604,0.4542286,0.19254541,0.1890094,0.0006486793,0.16291723
0.0006223076,0.3589269,0.32945246,0.21225141,0.00062178634,0.0981252
0.021825794,0.63267183,0.0005296376,0.0005347466,0.00052728684,0.3439107
0.34125575,0.0009935546,0.15474756,0.0024293934,0.30272934,0.1978444
0.14437519,0.00041324974,0.46941254,0.15671246,0.22867371,0.0004128457
0.0011353757,0.0011360837,0.13923028,0.0011374723,0.8562217,0.0011391098
0.17546253,0.0005134745,0.56762666,0.2553706,0.00051266915,0.0005141472
0.27715623,0.017972952,0.25231686,0.13364254,0.31813574,0.00077565917
0.00048612437,0.00048395473,0.0675605,0.12548918,0.5120757,0.29390454
0.00046549147,0.12986232,0.7719186,0.09682386,0.00046511606,0.00046463197
0.00054622395,0.091657236,0.06277315,0.00054640946,0.0005456456,0.8439314
0.0009886988,0.1164555,0.7017739,0.17880747,0.0009851597,0.0009893018
0.06434124,0.42299688,0.000257538,0.035645775,0.18530199,0.29145658
0.0007990642,0.00079756865,0.9084936,0.08831226,0.0007983519,0.0007991402
0.023096818,0.00065623113,0.9050549,0.069876924,0.0006564287,0.000658631
0.0019335144,0.38008174,0.0019211336,0.0019255021,0.0019308416,0.6122073
0.0010673017,0.1291926,0.0010606518,0.0010672136,0.0010709056,0.8665413
0.00075569446,0.0007586542,0.54368615,0.00075625355,0.45328677,0.0007564877
0.00050336565,0.7744175,0.041733995,0.022392131,0.0005042492,0.16044879
0.0035072947,0.0035056812,0.56334466,0.08037778,0.34577867,0.0034858428
0.036169805,0.04959463,0.70075935,0.00039570304,0.12841035,0.084670134
0.00038218993,0.28634924,0.40684494,0.16258286,0.02549356,0.1183472
0.0014257323,0.0014389856,0.9080129,0.0014291687,0.0014459725,0.086247265
0.17422166,0.019743903,0.000315187,0.4661981,0.012200591,0.32732055
0.00020046935,0.022425946,0.26500824,0.016037678,0.6727888,0.023538813
0.00104421,0.041662373,0.2308579,0.19443755,0.5309517,0.0010462737
0.011575663,0.006475751,0.31185994,0.3485789,0.23205209,0.08945766
0.0011827813,0.0011889583,0.14710926,0.39752933,0.42582062,0.027169049
0.07027758,0.0011447885,0.0011459765,0.0011467055,0.061318453,0.8649665
0.17111608,0.002271321,0.81979424,0.00227882,0.0022703756,0.0022691665
0.001388329,0.3622698,0.5318741,0.10168202,0.0013942823,0.0013914538
0.00067734066,0.00067569816,0.95484054,0.0006763999,0.042451214,0.0006787761
0.093925945,0.00064304605,0.025772719,0.0006442502,0.23250774,0.6465063
0.03465413,0.00022347126,0.00022371317,0.04569359,0.042228863,0.87697625
0.25528383,0.00046347323,0.53643763,0.00046378508,0.20688757,0.00046372702
0.0015542614,0.06771946,0.8147174,0.0015514055,0.0015380597,0.11291944
0.30918968,0.0004008229,0.53580415,0.00040234977,0.15380183,0.0004011222
0.3183932,0.00031825862,0.29898927,0.1607109,0.17756422,0.044024166
0.00087121467,0.11823686,0.047770534,0.38833407,0.00087312824,0.44391418
0.0009792283,0.20811753,0.0009784085,0.03296061,0.0726581,0.6843061
0.090667725,0.070999086,0.42608276,0.24962792,0.014596988,0.14802553
0.00082711334,0.34307235,0.45799926,0.19644445,0.0008275498,0.00082931254
0.001081454,0.043900844,0.38859898,0.0010799813,0.5642602,0.0010785371
0.007580136,0.53005475,0.00023512024,0.011741082,0.026451604,0.42393732
0.08558249,0.43353957,0.010905401,0.07073253,0.39175737,0.007482632
0.093521655,0.34327,0.00027590018,0.11736522,0.120302275,0.3252649
0.12767658,0.2673791,0.030319603,0.0043302574,0.38697997,0.18331452
0.087446235,0.10481488,0.24236192,0.13115509,0.12860595,0.3056159
0.0010574615,0.0010582618,0.0010628109,0.0010537904,0.057552956,0.93821466
0.008033785,0.5601876,0.007971728,0.008007521,0.4078008,0.007998595
0.049165383,0.20430903,0.014733319,0.00018198097,0.19787934,0.5337309
0.0015041329,0.0015028404,0.013804385,0.001503477,0.11279254,0.8688926
0.00077847985,0.48187894,0.24861044,0.18577331,0.0007779614,0.08218084
0.0014885104,0.0014843612,0.32100153,0.0014874261,0.6730581,0.0014800429
0.00039019127,0.20494415,0.24089281,0.28127146,0.0614857,0.21101564
0.083184674,0.0011804975,0.80113965,0.0011839332,0.112130284,0.001181019
0.0008311962,0.0008280512,0.70954597,0.042095713,0.24586934,0.00082970265
0.00068350066,0.0006842634,0.9400145,0.0572487,0.00068382843,0.0006851888
0.04817833,0.00024589468,0.17460616,0.00024604963,0.7764788,0.00024476668
0.0005657819,0.0017921844,0.04851971,0.2290268,0.1332443,0.58685124
0.29612997,0.104260385,0.0021471495,0.039668974,0.27941704,0.2783765
0.0012504322,0.0012431877,0.3205004,0.0012476037,0.67451155,0.0012467868
0.0005056973,0.0005061942,0.12214133,0.04502393,0.0005068767,0.831316
0.35296768,0.024672024,0.41017362,0.164651,0.00037337333,0.047162276
0.0018047409,0.3430984,0.3932938,0.25818232,0.0018119598,0.0018087683
0.0050689997,0.52599627,0.021426324,0.00015429649,0.023555046,0.42379904
0.09885819,0.39275613,0.14628662,0.2534102,0.107289515,0.0013993942
0.00036587706,0.0003675207,0.047301173,0.12607153,0.00036675564,0.8255272
0.00076906,0.135868,0.065002054,0.00076948496,0.59725237,0.20033905
0.00085924944,0.2386791,0.0008594412,0.00085849146,0.7030266,0.055717092
0.00054312043,0.7422859,0.23631488,0.019770402,0.0005433123,0.0005424295
0.00052766874,0.8492122,0.14867859,0.0005274303,0.0005277885,0.00052632793
0.00062463037,0.6368324,0.2663202,0.09061479,0.00062588416,0.0049820663
0.0003323805,0.73096603,0.039685365,0.014578965,0.00033222986,0.214105
0.0003805865,0.75875527,0.2046166,0.03548378,0.00038221144,0.0003815901
0.0017844999,0.3655837,0.6272706,0.0017915776,0.001786272,0.0017833876
0.00025679413,0.00025707233,0.05401258,0.006624396,0.00025717635,0.938592
0.22620669,0.0004196347,0.3229364,0.0609002,0.32209226,0.0674448
0.0012620629,0.5343171,0.27742797,0.0012630445,0.0012600061,0.1844698
0.00046128695,0.6372502,0.043529842,0.008658856,0.00045936718,0.3096405
0.00083108374,0.67570347,0.1864129,0.0008272783,0.00082658627,0.13539866
0.043228995,0.56337947,0.38286632,0.003506262,0.003514598,0.0035043277
0.10798782,0.0010546575,0.8877805,0.0010628202,0.00105921,0.0010549756
0.00025459882,0.00025479335,0.07047538,0.27178416,0.003521288,0.65370977
0.00094790116,0.0009527517,0.90048975,0.09115867,0.0055005765,0.0009503794
0.0009298222,0.00092958874,0.7568999,0.19941078,0.00092600693,0.04090395
0.0016983014,0.0016921009,0.5284401,0.001698151,0.46477917,0.0016921067
0.0009832387,0.0009860662,0.30176803,0.000987079,0.6555506,0.03972498
0.00037024324,0.27706805,0.43154556,0.23205706,0.00036812786,0.058590986
0.25915784,0.0003949607,0.43840832,0.00039547696,0.27908832,0.022555083
0.0017715418,0.001774868,0.0017711194,0.14362459,0.48717403,0.36388388
0.0014259319,0.18709433,0.28225318,0.0014271517,0.3863371,0.14146233
0.12031132,0.0011733241,0.77231514,0.0011778951,0.10385107,0.0011712491
0.02812772,0.5877552,0.17402413,0.16985647,0.00025304235,0.039983418
0.00073213555,0.5987944,0.08158848,0.18701185,0.00072906376,0.13114409
0.14572574,0.00055991823,0.7504895,0.008176825,0.0005611045,0.094486974
0.42337343,0.021176832,0.38813192,0.07883921,0.088138655,0.00033998772
0.18144839,0.00040743887,0.49287793,0.32444978,0.0004074626,0.00040894977
0.347315,0.00037644056,0.5916038,0.05995272,0.00037590033,0.00037611672
0.00022678025,0.5173885,0.020932157,0.053793564,0.36946923,0.038189746
0.14128523,0.0012655618,0.09252612,0.0012630239,0.7264436,0.037216473
0.09894127,0.055976182,0.11811462,0.0002062398,0.65824765,0.06851404
0.08996012,0.0005677626,0.12331344,0.00056531996,0.78502643,0.0005669757
0.053906813,0.0005523235,0.10805962,0.0005507367,0.8363799,0.00055064826
0.07927172,0.0005145373,0.5476107,0.00051561854,0.28864652,0.083440945
0.043630663,0.0011903015,0.3628711,0.001193616,0.58992285,0.001191406
0.04789254,0.0005350985,0.09561785,0.009034967,0.8262511,0.020668425
0.031897854,0.22791818,0.00041931897,0.00041935837,0.73892504,0.0004202005
0.002802382,0.1273396,0.51445895,0.0028093178,0.3497815,0.0028082156
0.07773952,0.000369986,0.5811475,0.0003704843,0.32392088,0.016451696
0.10378213,0.0012700455,0.30666986,0.0012755087,0.58572924,0.0012732584
0.0010964579,0.0010972731,0.91028637,0.085324414,0.0010988651,0.0010966923
0.0034968783,0.20448144,0.0035094093,0.0035055038,0.7815087,0.0034980841
0.04369827,0.000735828,0.2709649,0.0007396877,0.6666896,0.017171698
0.000581584,0.07138618,0.21936774,0.024663964,0.68341887,0.0005816541
0.001135436,0.0126693975,0.13307849,0.001134292,0.85084546,0.001136895
0.011950742,0.000550119,0.14104532,0.00054719875,0.7587384,0.087168284
0.017732058,0.19458038,0.053811103,0.031415507,0.70225936,0.00020160472
0.030519897,0.053126518,0.6356262,0.15118758,0.1291725,0.0003672889
0.22144121,0.22634748,0.06760193,0.40199336,0.002702559,0.07991345
0.17105177,0.015216057,0.6187818,0.10774976,0.086903065,0.00029747156
0.010201305,0.07487118,0.68803924,0.04223621,0.18393031,0.00072173704
0.48214027,0.04233215,0.13646106,0.00025030394,0.32587168,0.012944512
0.4265028,0.16115119,0.18453133,0.14793465,0.079558864,0.0003212109
0.00037267432,0.06593613,0.02744416,0.030703532,0.000371236,0.87517226
0.0010116663,0.0010097295,0.9448597,0.02276967,0.015475343,0.014873922
0.0015304938,0.44435528,0.5495213,0.0015309461,0.0015310132,0.001530893
0.00067223137,0.058283966,0.33249447,0.42668438,0.0006726723,0.1811923
0.00043994255,0.0050775213,0.43247327,0.23145124,0.00044078587,0.33011723
0.0009723572,0.05210589,0.8402207,0.10475353,0.0009718731,0.0009756755
0.0010468741,0.0010503015,0.7265064,0.26930836,0.0010413448,0.0010466877
0.19289547,0.10278273,0.11221764,0.42966473,0.16219212,0.00024724996
0.11108092,0.00037055888,0.47151038,0.41629687,0.0003709923,0.00037032852
0.00022426169,0.14337632,0.036430705,0.14742525,0.0002239114,0.67231953
0.026379505,0.000864473,0.9701594,0.0008647953,0.00086752616,0.0008642548
0.55961293,0.00042531136,0.3639193,0.034833886,0.040782817,0.00042571063
0.000505622,0.05676135,0.69820535,0.14603098,0.00050394435,0.09799274
0.00050038385,0.0004988006,0.40619355,0.00049906,0.5611969,0.031111276
0.066036254,0.05481717,0.22304179,0.0015691762,0.65296626,0.0015693319
0.0027948534,0.19620724,0.7925941,0.0028013694,0.002801403,0.0028010171
0.00764927,0.28971976,0.0002033368,0.15088736,0.00020297665,0.5513373
0.17872344,0.14164756,0.0564894,0.048525468,0.5743684,0.0002457585
0.13983303,0.000819529,0.83838654,0.019322645,0.00082024623,0.0008180725
0.0011201116,0.0011213964,0.83017784,0.028167523,0.13828748,0.0011256273
0.00052272936,0.3601787,0.20223148,0.22690965,0.0005216626,0.20963572
0.0005574239,0.50742257,0.36239502,0.12851128,0.0005573593,0.00055631885
0.1665807,0.09722596,0.29223195,0.30519867,0.0005474542,0.13821523
0.040353514,0.010209773,0.16893671,0.0006097847,0.7792815,0.00060877774
0.0004896124,0.0004899104,0.56132424,0.2759318,0.0004891594,0.16127531
0.00046440648,0.23705107,0.25292093,0.41807622,0.00046326936,0.091024086
0.0004992513,0.2619118,0.2505285,0.33869907,0.00049949955,0.14786184
0.37171975,0.00023660334,0.41219676,0.0035062993,0.16726118,0.045079477
0.08537386,0.55823064,0.00022805503,0.00022842691,0.02762082,0.32831818
0.06664482,0.54404104,0.00017860813,0.020113705,0.22682375,0.14219809
0.09172212,0.0009409831,0.24108359,0.0009384474,0.48425975,0.1810551
0.0007410881,0.01006743,0.90993446,0.077773646,0.00073979306,0.00074356666
0.0005230875,0.098583266,0.6767104,0.07026736,0.0005219384,0.15339392
0.00045857704,0.105953425,0.4695018,0.36920735,0.0004583031,0.05442058
0.30279568,0.00034870533,0.31805193,0.07073393,0.25525412,0.052815646
0.001941109,0.0019272949,0.56585324,0.0019321768,0.42641714,0.0019289874
0.00035128032,0.41743892,0.26454693,0.14772393,0.00035182558,0.1695871
0.27549493,0.00043843244,0.19624065,0.025945177,0.15528089,0.34659997
0.032282,0.011641969,0.00032144596,0.080082096,0.0003216991,0.8753508
0.0006668438,0.0006688683,0.52250695,0.08344789,0.39203972,0.00066977646
0.061441597,0.21596713,0.21629211,0.00024120354,0.50581664,0.00024126595
0.00053765485,0.0005395631,0.17022161,0.38083494,0.0005391608,0.4473271
0.111529335,0.25502676,0.17978975,0.028710663,0.42468068,0.00026286812
0.03687721,0.0012136175,0.8187549,0.14073527,0.0012097569,0.0012091972
0.0006335868,0.0006316537,0.72865355,0.04893327,0.12170417,0.099443756
0.00062462396,0.24947073,0.74802154,0.0006283376,0.00062931684,0.00062539784
0.0010570893,0.0010620734,0.0010562832,0.0010593041,0.61425054,0.3815147
0.0010953934,0.0011029611,0.12401656,0.0010981138,0.87159157,0.001095415
0.0013337054,0.11032951,0.7906194,0.09504654,0.0013332156,0.0013376457
0.00019292596,0.0014224715,0.00019287897,0.011476224,0.023176191,0.9635393
0.00022230454,0.00443094,0.07049627,0.077505246,0.00022219562,0.8471231
0.22141497,0.000375149,0.6862042,0.00037504325,0.09125609,0.00037455387
0.07761821,0.050313774,0.648719,0.22232597,0.0005106279,0.00051246805
0.07016268,0.07647227,0.5666492,0.22565274,0.00045718634,0.060605973
0.001088312,0.0010883852,0.014913437,0.3502334,0.001085612,0.6315909
0.16450748,0.00040013212,0.07420074,0.00039930586,0.71713775,0.043354597
0.0006072208,0.36271164,0.10620685,0.08786068,0.00060687744,0.44200674
0.0017450184,0.056116942,0.10519249,0.001751594,0.83342916,0.0017647462
0.0014018255,0.0032856648,0.2559334,0.018528555,0.6188411,0.10200945
9.244903e-05,0.17979279,9.238278e-05,0.035533205,9.2299495e-05,0.7843968
9.874659e-05,0.21883431,9.890003e-05,0.042213272,0.02722113,0.7115336
0.09943489,0.016635567,0.09891092,0.04649194,0.34340867,0.395118
0.0035692165,0.0035873111,0.3059973,0.003585771,0.67969024,0.003570126
0.03761371,0.0002991608,0.24773982,0.027375648,0.66370666,0.023265002
0.11901182,0.0030070222,0.80398226,0.06801224,0.0030006464,0.0029859606
0.0009130578,0.07219823,0.65763915,0.10519255,0.16314551,0.00091153756
0.0021492802,0.002156297,0.7510806,0.0021511943,0.24031888,0.0021437735
0.00093093415,0.0009309506,0.58431417,0.0009330974,0.4119612,0.000929621
0.1096756,0.00046943699,0.17602809,0.00047042227,0.16303998,0.5503165
0.0007489416,0.028097168,0.33386883,0.0007439518,0.6357972,0.00074391736
0.39074162,0.001330793,0.120901,0.0013348842,0.28599766,0.19969402
0.21253057,0.10212667,0.021574045,0.04088824,0.50402415,0.118856326
0.0036398487,0.0036514006,0.26583996,0.003661472,0.7195749,0.003632351
0.078903474,0.001220039,0.91622543,0.001221123,0.0012156419,0.0012143281
0.00069410034,0.00069367106,0.48334754,0.039716978,0.35480946,0.12073824
0.3999469,0.00029157204,0.2888004,0.176833,0.00029135734,0.13383679
0.30730847,0.3181046,0.007251561,0.10480881,0.20919146,0.053335108
0.49701145,0.056720328,0.039321188,0.012971042,0.39371985,0.00025610867
0.07069365,0.18615896,0.060579292,0.0009837537,0.6806042,0.0009801027
0.23317195,0.00074395834,0.76385635,0.00074294163,0.000744261,0.00074049295
0.13432203,0.0014123577,0.8507785,0.010661515,0.0014159082,0.0014096627
0.44773546,0.031221231,0.055980694,0.06939321,0.38260448,0.013064977
0.0014994652,0.2132246,0.0014930051,0.0015009285,0.0014981219,0.7807839
0.19552329,0.40834936,0.03347736,0.083337985,0.24211863,0.03719339
0.28057098,0.2233879,0.00035026285,0.053011935,0.25189257,0.19078636
0.19580565,0.30411154,0.00033633233,0.00033653123,0.43537384,0.06403609
0.162824,0.31215772,0.05769032,0.089314885,0.37747318,0.0005398874
0.06204376,0.2316226,0.035656765,0.0022383125,0.66825235,0.00018618982
0.1207197,0.027486403,0.8343474,0.01589669,0.00077577296,0.0007740178
0.00066987297,0.0422209,0.7303291,0.21772113,0.00066588563,0.008393095
0.13851742,0.00060326373,0.74764353,0.07590271,0.03673186,0.0006012348
0.0006215893,0.00062240683,0.82024693,0.14330117,0.03458948,0.0006184206
0.00063844654,0.014693343,0.88581145,0.09758097,0.00063687534,0.00063892524
0.00021442011,0.63981456,0.07490426,0.1934053,0.032085616,0.05957582
0.00016401662,0.22912571,0.01082483,0.023258505,0.27423286,0.46239415
0.081159845,0.29273793,0.10170752,0.021838699,0.3526875,0.14986849
0.070674405,0.45637652,0.00041782277,0.00041836564,0.09796116,0.37415168
0.0010297706,0.0010258587,0.0010253921,0.0010256753,0.9948585,0.0010347402
0.0002059482,0.3367872,0.06355236,0.13779913,0.33313176,0.12852362
0.5396406,0.00026688387,0.28852198,0.13326365,0.038040422,0.00026651967
0.0005970485,0.06482544,0.10779508,0.07190882,0.000597645,0.7542759
0.041040394,0.13808407,0.07534891,0.0004193635,0.03947995,0.7056273
0.0011417333,0.4372647,0.068943955,0.036712993,0.0011435153,0.45479307
0.00094003486,0.0009381513,0.0009373093,0.0009362048,0.00093619386,0.9953121
0.14699212,0.0007835295,0.8498667,0.0007880387,0.0007876637,0.0007819729
0.22397757,0.00076329865,0.54227924,0.18937105,0.0007614361,0.04284737
0.0016182567,0.21661681,0.6864453,0.070556626,0.0016117301,0.023151288
0.0021246057,0.0021325224,0.9429113,0.04858905,0.0021200352,0.0021224336
0.00046813677,0.098018445,0.00046813622,0.00046708545,0.00046657925,0.9001117
0.0007962325,0.07297597,0.682799,0.042473245,0.17767915,0.023276385
0.003356249,0.2643102,0.7222208,0.0033792923,0.0033608025,0.0033726671
0.00030801177,0.0030392709,0.2716795,0.07391621,0.017415948,0.6336411
0.0007703383,0.1976745,0.5779532,0.14891435,0.00076905213,0.07391855
0.09029832,0.00062007917,0.7338367,0.05072333,0.00061973603,0.123901755
0.00043828288,0.12877665,0.74863464,0.06002327,0.00043863774,0.06168853
0.0009811805,0.8810263,0.07562366,0.04042094,0.0009749821,0.0009728538
0.000691244,0.21098669,0.000693842,0.06572967,0.010443511,0.71145505
0.047767326,0.0011579002,0.89012766,0.058630176,0.0011603023,0.0011566704
0.10702057,0.012884569,0.82732075,0.051091876,0.00084090093,0.0008412965
0.3094129,0.0005890203,0.16755605,0.00058956875,0.52126634,0.00058610254
0.0016951467,0.1656845,0.82752466,0.0017005475,0.0017055159,0.0016896537
0.28355718,0.0004200934,0.49854538,0.21391764,0.0031390053,0.00042071092
0.00096842233,0.0009725772,0.85374945,0.06281495,0.08052747,0.0009671402
0.00043576513,0.0004348222,0.027518017,0.25763774,0.3182299,0.39574373
0.17716393,0.007974491,0.11539962,0.00043033957,0.69860035,0.00043131804
0.00022174716,0.00022210473,0.17101507,0.029659517,0.037777577,0.76110405
0.034382947,0.06501079,0.17190507,0.018053161,0.031613834,0.67903423
0.036945123,0.00021157038,0.20904163,0.088792264,0.036036514,0.6289729
0.029583847,0.021446772,0.12785366,0.024240596,0.06559287,0.73128223
0.02654434,0.06198626,0.17348744,0.05822529,0.07790263,0.6018541
0.05306838,0.07785113,0.23367396,0.0029371758,0.09672292,0.53574646
0.05304783,0.03459574,0.2640221,0.0663023,0.12296114,0.4590709
0.28506967,0.00023173614,0.33592898,0.12579185,0.18009897,0.07287879
0.00054391066,0.04009738,0.04011715,0.29191175,0.036353793,0.590976
0.5248641,0.08461824,0.21048392,0.14259242,0.0008021151,0.03663926
0.31125057,0.22949186,0.012091801,0.030745085,0.41609663,0.00032413146
0.00031699782,0.46472168,0.00031760597,0.34008086,0.110609606,0.08395324
0.029704275,0.5570842,0.00029676972,0.00029685366,0.3898017,0.022816252
0.089580424,0.0006867767,0.32265252,0.0006853419,0.5857107,0.00068425457
0.046112284,0.29389748,0.00036089894,0.061388724,0.00036745562,0.59787315
0.000794588,0.20906243,0.78777254,0.0007912028,0.00078863226,0.00079057534
0.0005730254,0.38725773,0.5265116,0.08451214,0.00057094096,0.0005745766
0.12408814,0.4552892,0.03327153,0.0002134959,0.13699083,0.2501468
0.22723417,0.00036071023,0.17394497,0.00036041805,0.5977399,0.00035989395
0.00023652229,0.50536656,0.065582655,0.00023637638,0.00023529792,0.4283426
0.31569707,0.26925233,0.00044017087,0.0025205717,0.0004397912,0.41165
0.0009671848,0.51157963,0.23818791,0.18326026,0.06504107,0.0009639243
0.0013827072,0.0013821059,0.23717779,0.33693412,0.17019562,0.25292763
0.0007111042,0.09186404,0.7843052,0.12169765,0.00071129145,0.00071073143
0.41271988,0.0003876426,0.4609995,0.0003877966,0.12511733,0.00038788255
0.2426793,0.14072175,0.24893388,0.29047865,0.07693972,0.0002466795
0.0012498178,0.5876476,0.24428381,0.0012578618,0.1643034,0.0012574953
0.39473134,0.00038099996,0.5235806,0.00038216624,0.08054274,0.00038212448
0.3257125,0.0003736566,0.610821,0.00037402814,0.062344592,0.0003742131
0.3161892,0.0002608692,0.343256,0.00026120694,0.33977136,0.00026136564
0.35595652,0.00033772606,0.345041,0.015536292,0.2827905,0.00033793366
0.33982015,0.0005431394,0.32232302,0.15095292,0.08824841,0.098112404
0.3258243,0.00027821687,0.50176996,0.00027816207,0.14439851,0.027450878
0.26563394,0.00034719077,0.45420542,0.042152226,0.22770625,0.009954993
0.30976412,0.0003085002,0.5823615,0.0003093036,0.106946036,0.0003105107
0.05164252,0.0011980833,0.18436126,0.0011992044,0.76040334,0.0011955868
0.02686016,0.100557975,0.4047185,0.30370197,0.015544073,0.14861737
0.009899257,0.59237653,0.02371729,0.2168234,0.15700461,0.00017888473
0.28002027,0.0013069246,0.23248915,0.0013046331,0.30467796,0.18020107
0.0011876939,0.0011836716,0.119996004,0.13471268,0.54464775,0.19827224
